Run,Size,RateLimit,Min,Median,P75,P95,P99,PubRate,PubBW,ConBW
1,16,10,0.09,0.10,0.12,0.14,0.17,10,0.00,0.00
1,16,100,0.07,0.08,0.08,0.10,0.12,100,0.00,0.00
1,16,1000,0.07,0.08,0.21,0.34,0.34,1000,0.01,0.01
1,16,5000,0.07,0.14,0.16,0.21,0.27,4999,0.07,0.07
1,16,10000,0.07,0.20,0.32,0.33,0.34,9995,0.15,0.15
1,16,50000,0.07,0.32,0.33,0.34,0.50,49868,0.76,0.76
1,16,100000,0.12,0.35,0.36,0.43,0.62,99473,1.51,1.51
1,16,250000,0.15,0.60,0.71,0.80,5.03,246696,3.76,3.76
1,16,500000,0.14,0.95,1.07,2.87,21.74,486594,7.42,7.42
2,16,10,0.08,0.10,0.11,0.13,0.14,10,0.00,0.00
2,16,100,0.07,0.08,0.08,0.09,0.10,100,0.00,0.00
2,16,1000,0.07,0.08,0.12,0.15,0.21,1000,0.01,0.01
2,16,5000,0.07,0.15,0.20,0.22,0.27,4999,0.07,0.07
2,16,10000,0.07,0.16,0.17,0.18,0.21,9995,0.15,0.15
2,16,50000,0.07,0.23,0.24,0.28,0.35,49874,0.76,0.76
2,16,100000,0.09,0.35,0.41,0.47,0.66,99486,1.51,1.51
2,16,250000,0.12,0.59,0.65,0.81,5.19,246690,3.76,3.76
2,16,500000,0.12,0.95,1.05,3.36,21.46,486737,7.42,7.42
3,16,10,0.14,0.16,0.28,0.29,0.29,10,0.00,0.00
3,16,100,0.07,0.08,0.09,0.09,0.10,100,0.00,0.00
3,16,1000,0.06,0.11,0.12,0.21,0.34,1000,0.01,0.01
3,16,5000,0.06,0.13,0.16,0.19,0.20,4999,0.07,0.07
3,16,10000,0.07,0.17,0.20,0.21,0.22,9995,0.15,0.15
3,16,50000,0.07,0.23,0.25,0.28,0.32,49875,0.76,0.76
3,16,100000,0.11,0.35,0.37,0.43,0.65,99491,1.51,1.51
3,16,250000,0.15,0.61,0.66,0.84,5.22,246709,3.76,3.76
3,16,500000,0.15,0.96,1.09,3.47,21.54,486741,7.42,7.42
1,64,10,0.09,0.10,0.11,0.12,0.17,10,0.00,0.00
1,64,100,0.14,0.28,0.28,0.28,0.29,100,0.00,0.00
1,64,1000,0.07,0.08,0.11,0.12,0.12,1000,0.06,0.06
1,64,5000,0.06,0.14,0.20,0.33,0.34,4998,0.30,0.30
1,64,10000,0.07,0.14,0.20,0.33,0.34,9995,0.61,0.60
1,64,50000,0.08,0.40,0.41,0.42,0.58,49861,3.04,3.04
1,64,100000,0.12,0.44,0.47,0.48,0.70,99468,6.07,6.07
1,64,250000,0.18,0.60,0.74,0.82,5.41,246768,15.06,15.06
1,64,500000,0.27,1.04,1.13,3.16,20.72,486902,29.71,29.71
2,64,10,0.09,0.14,0.16,0.16,0.17,10,0.00,0.00
2,64,100,0.07,0.09,0.09,0.09,0.15,100,0.00,0.00
2,64,1000,0.07,0.09,0.12,0.14,0.14,1000,0.06,0.06
2,64,5000,0.07,0.15,0.21,0.34,0.40,4998,0.30,0.30
2,64,10000,0.06,0.13,0.14,0.20,0.22,9995,0.61,0.61
2,64,50000,0.07,0.32,0.33,0.34,0.51,49871,3.04,3.04
2,64,100000,0.12,0.34,0.51,0.57,0.75,99494,6.07,6.07
2,64,250000,0.18,0.57,0.62,0.82,4.88,246706,15.05,15.05
2,64,500000,0.24,0.99,1.11,3.47,20.92,487065,29.72,29.72
3,64,10,0.08,0.10,0.11,0.14,0.15,10,0.00,0.00
3,64,100,0.07,0.08,0.08,0.09,0.11,100,0.00,0.00
3,64,1000,0.07,0.08,0.12,0.15,0.21,1000,0.06,0.06
3,64,5000,0.07,0.20,0.32,0.33,0.34,4999,0.30,0.30
3,64,10000,0.07,0.14,0.20,0.33,0.34,9994,0.60,0.60
3,64,50000,0.07,0.24,0.25,0.30,0.42,49874,3.04,3.04
3,64,100000,0.08,0.33,0.37,0.54,0.72,99496,6.07,6.07
3,64,250000,0.11,0.59,0.65,0.76,5.55,246688,15.05,15.05
3,64,500000,0.15,1.05,1.12,3.55,21.75,486865,29.71,29.71
1,256,10,0.09,0.10,0.11,0.14,0.16,10,0.00,0.00
1,256,100,0.14,0.28,0.28,0.28,0.28,100,0.02,0.02
1,256,1000,0.06,0.08,0.12,0.14,0.33,1000,0.24,0.24
1,256,5000,0.07,0.15,0.15,0.21,0.23,4998,1.22,1.22
1,256,10000,0.07,0.17,0.20,0.34,0.35,9995,2.44,2.44
1,256,50000,0.08,0.26,0.33,0.47,0.52,49869,12.17,12.17
1,256,100000,0.13,0.51,0.52,0.56,1.35,99481,24.28,24.28
1,256,250000,0.11,0.64,0.70,0.88,5.61,246668,60.22,60.21
2,256,10,0.09,0.15,0.15,0.16,0.17,10,0.00,0.00
2,256,100,0.07,0.08,0.09,0.10,0.13,100,0.02,0.02
2,256,1000,0.07,0.08,0.09,0.34,0.34,1000,0.24,0.24
2,256,5000,0.07,0.20,0.32,0.33,0.35,4999,1.22,1.22
2,256,10000,0.07,0.14,0.19,0.21,0.26,9994,2.43,2.43
2,256,50000,0.08,0.33,0.45,0.48,0.60,49874,12.17,12.17
2,256,100000,0.14,0.46,0.52,0.56,1.45,99478,24.28,24.28
2,256,250000,0.17,0.75,0.84,0.95,5.76,246670,60.22,60.22
3,256,10,0.08,0.10,0.11,0.13,0.16,10,0.00,0.00
3,256,100,0.07,0.08,0.08,0.09,0.10,100,0.02,0.02
3,256,1000,0.07,0.12,0.21,0.34,0.35,1000,0.24,0.24
3,256,5000,0.07,0.14,0.16,0.21,0.21,4999,1.22,1.22
3,256,10000,0.07,0.14,0.20,0.21,0.24,9995,2.44,2.44
3,256,50000,0.08,0.28,0.39,0.44,0.54,49873,12.17,12.17
3,256,100000,0.14,0.48,0.56,0.60,1.46,99498,24.29,24.28
3,256,250000,0.15,0.65,0.71,0.90,5.94,246690,60.22,60.22
1,512,10,0.08,0.10,0.12,0.14,0.16,10,0.00,0.00
1,512,100,0.07,0.08,0.09,0.10,0.12,100,0.04,0.04
1,512,1000,0.07,0.08,0.12,0.12,0.15,1000,0.48,0.48
1,512,5000,0.07,0.15,0.20,0.40,0.41,4999,2.44,2.44
1,512,10000,0.08,0.16,0.27,0.41,0.46,9994,4.87,4.87
1,512,50000,0.09,0.34,0.37,0.55,0.61,49867,24.34,24.34
1,512,100000,0.17,0.46,0.61,0.68,1.50,99498,48.58,48.57
2,512,10,0.14,0.21,0.23,0.35,0.37,10,0.00,0.00
2,512,100,0.15,0.28,0.28,0.28,0.29,100,0.04,0.04
2,512,1000,0.07,0.11,0.12,0.20,0.33,1000,0.48,0.48
2,512,5000,0.07,0.10,0.15,0.34,0.35,4998,2.44,2.44
2,512,10000,0.07,0.16,0.21,0.27,0.31,9995,4.88,4.88
2,512,50000,0.09,0.30,0.35,0.49,0.62,49878,24.35,24.35
2,512,100000,0.14,0.43,0.52,0.61,1.51,99479,48.57,48.57
3,512,10,0.08,0.10,0.11,0.13,0.16,10,0.00,0.00
3,512,100,0.07,0.08,0.09,0.10,0.12,100,0.04,0.04
3,512,1000,0.07,0.09,0.15,0.34,0.35,1000,0.48,0.48
3,512,5000,0.07,0.14,0.20,0.33,0.34,4998,2.44,2.44
3,512,10000,0.07,0.16,0.21,0.27,0.31,9995,4.88,4.88
3,512,50000,0.09,0.41,0.42,0.48,0.65,49871,24.35,24.34
3,512,100000,0.17,0.56,0.58,0.63,1.68,99465,48.56,48.56
1,1024,10,0.15,0.28,0.29,0.29,0.33,10,0.00,0.00
1,1024,100,0.14,0.28,0.28,0.28,0.29,100,0.09,0.09
1,1024,1000,0.07,0.11,0.12,0.14,0.20,1000,0.97,0.97
1,1024,5000,0.07,0.14,0.16,0.21,0.27,4999,4.88,4.88
1,1024,10000,0.07,0.19,0.21,0.33,0.38,9995,9.76,9.76
1,1024,50000,0.11,0.37,0.40,0.54,1.30,49870,48.70,48.69
2,1024,10,0.15,0.28,0.28,0.29,0.30,10,0.00,0.00
2,1024,100,0.08,0.15,0.15,0.16,0.17,100,0.09,0.09
2,1024,1000,0.07,0.11,0.12,0.15,0.21,1000,0.97,0.97
2,1024,5000,0.07,0.20,0.21,0.33,0.36,4999,4.88,4.88
2,1024,10000,0.07,0.20,0.23,0.40,0.42,9994,9.75,9.75
2,1024,50000,0.11,0.56,0.58,0.61,1.32,49862,48.69,48.69
3,1024,10,0.15,0.28,0.28,0.29,0.30,10,0.00,0.00
3,1024,100,0.08,0.19,0.33,0.33,0.34,100,0.09,0.09
3,1024,1000,0.07,0.10,0.15,0.22,0.35,1000,0.97,0.97
3,1024,5000,0.07,0.15,0.16,0.22,0.30,4999,4.88,4.88
3,1024,10000,0.07,0.21,0.28,0.41,0.43,9995,9.76,9.76
3,1024,50000,0.09,0.44,0.47,0.60,1.20,49866,48.69,48.69
1,4096,10,0.15,0.28,0.29,0.30,0.34,10,0.03,0.03
1,4096,100,0.08,0.20,0.33,0.34,0.36,100,0.39,0.39
1,4096,1000,0.07,0.10,0.13,0.20,0.34,1000,3.90,3.90
1,4096,5000,0.07,0.30,0.35,0.41,0.51,4998,19.52,19.52
1,4096,10000,0.08,0.35,0.35,0.48,0.56,9994,39.03,39.03
2,4096,10,0.10,0.12,0.14,0.18,0.24,10,0.03,0.03
2,4096,100,0.09,0.10,0.10,0.16,0.18,100,0.39,0.39
2,4096,1000,0.08,0.10,0.10,0.16,0.21,1000,3.90,3.90
2,4096,5000,0.08,0.24,0.34,0.41,0.51,4999,19.52,19.52
2,4096,10000,0.08,0.28,0.34,0.41,0.52,9995,39.04,39.04
3,4096,10,0.15,0.28,0.29,0.29,0.31,10,0.03,0.03
3,4096,100,0.08,0.09,0.10,0.14,0.22,100,0.39,0.39
3,4096,1000,0.08,0.33,0.34,0.35,0.41,1000,3.90,3.90
3,4096,5000,0.08,0.27,0.35,0.42,0.50,4998,19.52,19.52
3,4096,10000,0.08,0.41,0.41,0.45,0.59,9995,39.04,39.04
1,16384,10,0.15,0.18,0.20,0.26,0.44,10,0.15,0.15
