Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,279990,139984,4.27,2.13
1,64,268386,134187,16.38,8.19
1,256,185188,92838,45.21,22.66
1,512,256480,128019,125.23,62.50
1,1024,261872,130970,255.73,127.90
2,16,310112,155412,4.73,2.37
2,64,247504,122965,15.10,7.50
2,256,243316,122109,59.40,29.81
2,512,184750,92601,90.20,45.21
2,1024,243862,122104,238.14,119.24
3,16,273138,136364,4.16,2.08
3,64,281266,139979,17.16,8.54
3,256,257928,129000,62.97,31.49
3,512,284056,141660,138.69,69.16
3,1024,290102,145123,283.30,141.72
