Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,339264,169867,5.17,2.59
1,64,333940,166944,20.38,10.18
1,256,345644,172792,84.38,42.18
1,512,318470,159417,155.50,77.84
1,1024,299620,149745,292.59,146.23
2,16,333920,167028,5.09,2.54
2,64,337392,168668,20.59,10.29
2,256,327737,163809,80.01,39.99
2,512,311896,155964,152.29,76.15
2,1024,326686,163090,319.02,159.26
3,16,343432,171778,5.24,2.62
3,64,327202,163640,19.97,9.98
3,256,294156,146943,71.81,35.87
3,512,323878,161930,158.14,79.06
3,1024,322095,160872,314.54,157.10
