Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,343378,171711,5.23,2.62
1,64,347676,173752,21.22,10.60
1,256,313662,156806,76.57,38.28
1,512,332814,166417,162.50,81.25
1,1024,332406,166226,324.61,162.33
2,16,324948,162378,4.95,2.47
2,64,347822,173796,21.22,10.60
2,256,335604,167889,81.93,40.98
2,512,327846,163893,160.08,80.02
2,1024,321592,160787,314.05,157.01
3,16,341346,170671,5.20,2.60
3,64,341758,170899,20.85,10.43
3,256,339888,169897,82.98,41.47
3,512,325156,162568,158.76,79.37
3,1024,311466,155781,304.16,152.12
