Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,251336,125582,3.83,1.91
1,64,207348,103719,12.65,6.33
1,256,260460,130126,63.58,31.76
1,512,198331,91158,96.84,44.51
1,1024,263594,131789,257.41,128.70
2,16,291208,145036,4.44,2.21
2,64,177178,89145,10.81,5.44
2,256,295884,147754,72.23,36.07
2,512,256858,128399,125.41,62.69
2,1024,206374,103183,201.53,100.76
3,16,287966,144192,4.39,2.20
3,64,196360,98145,11.98,5.99
3,256,209432,104667,51.13,25.55
3,512,183642,91635,89.66,44.74
3,1024,250500,125803,244.62,122.85
