Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,264346,132207,4.03,2.01
1,64,272128,136088,16.60,8.30
1,256,249732,124798,60.96,30.46
1,512,213614,106466,104.30,51.98
1,1024,245368,122491,239.61,119.62
2,16,265202,133117,4.04,2.03
2,64,272484,136282,16.63,8.31
2,256,248990,125409,60.78,30.61
2,512,243150,121440,118.72,59.29
2,1024,250284,125446,244.41,122.50
3,16,268200,134069,4.09,2.04
3,64,271710,136290,16.58,8.31
3,256,169126,84564,41.29,20.64
3,512,176034,88021,85.95,42.97
3,1024,190320,94893,185.85,92.66
