Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,332826,166243,5.07,2.53
1,64,335854,167960,20.49,10.25
1,256,328956,164463,80.31,40.15
1,512,333626,166849,162.90,81.46
1,1024,323848,162217,316.25,158.41
2,16,333382,166682,5.08,2.54
2,64,341808,170898,20.86,10.43
2,256,335758,167870,81.97,40.98
2,512,332572,165904,162.38,81.00
2,1024,325134,162556,317.51,158.74
3,16,343450,171690,5.24,2.61
3,64,318274,159193,19.42,9.71
3,256,322934,161508,78.84,39.43
3,512,329978,164785,161.12,80.46
3,1024,339112,169658,331.16,165.68
