Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,331610,186555,5.05,2.84
1,64,345730,177464,21.10,10.83
1,256,347852,178394,84.92,43.55
1,512,313976,159121,153.30,77.69
1,1024,316646,158364,309.22,154.65
2,16,315896,158004,4.82,2.41
2,64,329602,164829,20.11,10.06
2,256,327472,163770,79.94,39.98
2,512,347534,172921,169.69,84.43
2,1024,326546,161177,318.89,157.39
3,16,343522,172726,5.24,2.63
3,64,320086,160026,19.53,9.76
3,256,335964,180400,82.02,44.04
3,512,336974,168364,164.53,82.20
3,1024,325682,162666,318.04,158.85
