Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,355306,177488,5.42,2.70
1,64,342204,170617,20.88,10.41
1,256,354178,176775,86.46,43.15
1,512,334942,167680,163.54,81.87
1,1024,325244,162492,317.62,158.68
2,16,342768,171273,5.23,2.61
2,64,338754,169467,20.67,10.34
2,256,337180,167563,82.31,40.90
2,512,330410,164885,161.33,80.51
2,1024,328929,163759,321.21,159.92
3,16,337692,168707,5.15,2.57
3,64,338080,168906,20.63,10.30
3,256,315086,157542,76.92,38.46
3,512,316570,158296,154.57,77.29
3,1024,318168,159220,310.71,155.48
