Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,344694,202431,5.25,3.08
1,64,333730,165604,20.36,10.10
1,256,342674,169454,83.66,41.37
1,512,356924,179421,174.27,87.60
1,1024,335254,167736,327.39,163.80
2,16,337620,168783,5.15,2.57
2,64,344760,172369,21.04,10.52
2,256,342680,171356,83.66,41.83
2,512,335214,171732,163.67,83.85
2,1024,288240,143720,281.48,140.35
3,16,340480,192794,5.19,2.94
3,64,333252,180477,20.34,11.01
3,256,333278,167215,81.36,40.82
3,512,333332,171590,162.75,83.78
3,1024,334624,167454,326.78,163.52
