Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,554769,554519,8.46,8.46
1,64,494039,493946,30.15,30.14
1,256,402394,402305,98.24,98.21
1,512,319386,319280,155.95,155.89
1,1024,227833,227762,222.49,222.42
1,4096,84605,84581,330.48,330.39
1,16384,24344,24339,380.37,380.29
1,65536,7476,7475,467.25,467.18
2,16,543960,543729,8.30,8.29
2,64,497820,497635,30.38,30.37
2,256,402193,402033,98.19,98.15
2,512,320673,320603,156.57,156.54
2,1024,226886,226847,221.56,221.53
2,4096,81552,81530,318.56,318.47
2,16384,23892,23887,373.31,373.23
2,65536,7235,7232,452.18,452.00
3,16,545552,545279,8.32,8.32
3,64,486999,486810,29.72,29.71
3,256,358679,358493,87.56,87.52
3,512,318816,318751,155.67,155.64
3,1024,225243,225178,219.96,219.90
3,4096,84681,84657,330.78,330.69
3,16384,25588,25583,399.81,399.73
3,65536,7385,7384,461.56,461.50
