Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,821295,821102,12.53,12.52
1,64,769685,769587,46.97,46.97
1,256,625078,625027,152.60,152.59
1,512,500085,500024,244.18,244.15
1,1024,357491,357457,349.11,349.07
1,4096,141591,141567,553.08,552.99
1,16384,37693,37673,588.95,588.64
2,16,816035,815839,12.45,12.44
2,64,767039,766855,46.81,46.80
2,256,621933,621882,151.83,151.82
2,512,499850,499795,244.06,244.04
2,1024,355864,355830,347.52,347.49
2,4096,141890,141880,554.25,554.21
2,16384,37605,37602,587.57,587.53
3,16,819122,818842,12.49,12.49
3,64,768555,768431,46.90,46.90
3,256,622587,622518,151.99,151.98
3,512,498632,498592,243.47,243.45
3,1024,348761,348704,340.58,340.53
3,4096,15486,15507,60.49,60.57
3,16384,7793,7790,121.76,121.71
