Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,717900,717896,10.95,10.95
1,64,691898,691868,42.23,42.22
1,256,247183,247032,60.34,60.31
1,512,128186,128029,62.59,62.51
1,1024,65855,65799,64.31,64.25
1,4096,16806,16791,65.64,65.58
1,16384,4224,4221,66.00,65.95
1,65536,1056,1055,66.00,65.93
2,16,715239,714782,10.91,10.90
2,64,694116,694112,42.36,42.36
2,256,247121,246953,60.33,60.29
2,512,128150,128082,62.57,62.54
2,1024,65888,65815,64.34,64.27
2,4096,16803,16787,65.63,65.57
2,16384,4222,4220,65.96,65.93
2,65536,1056,1056,66.00,66.00
3,16,716282,716276,10.92,10.92
3,64,692330,692325,42.25,42.25
3,256,247593,247462,60.44,60.41
3,512,128188,127951,62.59,62.47
3,1024,65877,65805,64.33,64.26
3,4096,16798,16787,65.61,65.57
3,16384,4224,4221,66.00,65.95
3,65536,1056,1055,66.00,65.93
