Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,819189,818925,12.49,12.49
1,64,797785,797623,48.69,48.68
1,256,638746,638694,155.94,155.93
1,512,542938,542877,265.10,265.07
1,1024,370414,370392,361.73,361.71
1,4096,143109,143034,559.01,558.72
1,16384,37104,37101,579.75,579.70
1,65536,9457,9456,591.06,591.00
2,16,838223,837960,12.79,12.78
2,64,788103,787954,48.10,48.09
2,256,654591,654527,159.81,159.79
2,512,525035,524970,256.36,256.33
2,1024,394508,394475,385.26,385.22
2,4096,145608,145558,568.78,568.58
2,16384,37330,37328,583.28,583.25
2,65536,9460,9458,591.25,591.12
3,16,846975,846690,12.92,12.91
3,64,804188,804043,49.08,49.07
3,256,652230,652168,159.23,159.22
3,512,534444,534368,260.95,260.92
3,1024,381927,381883,372.97,372.93
3,4096,146339,146302,571.63,571.49
3,16384,37719,37704,589.35,589.12
3,65536,9461,9457,591.31,591.06
