Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,988193,987907,15.07,15.07
1,64,937319,936966,57.20,57.18
1,256,786381,786204,191.98,191.94
1,512,668993,668789,326.65,326.55
1,1024,398824,398709,389.47,389.36
1,4096,100093,100061,390.98,390.86
1,16384,25406,25151,396.96,392.98
1,65536,6306,6296,394.12,393.50
2,16,981774,981318,14.98,14.97
2,64,931856,931621,56.87,56.86
2,256,777170,776741,189.73,189.63
2,512,641331,641089,313.14,313.03
2,1024,398760,398687,389.41,389.34
2,4096,100097,100076,391.00,390.92
2,16384,25156,25151,393.06,392.98
2,65536,1410,1402,88.12,87.62
3,16,981101,980671,14.97,14.96
3,64,942836,942330,57.54,57.51
3,256,774930,774647,189.19,189.12
3,512,662501,662294,323.48,323.38
3,1024,399137,399064,389.78,389.71
3,4096,100097,100072,391.00,390.90
3,16384,26096,25151,407.75,392.98
3,65536,6397,6294,399.81,393.37
