Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,588070,587832,8.97,8.96
1,64,529904,529729,32.34,32.33
1,256,430208,430126,105.03,105.01
1,512,352959,352914,172.34,172.32
1,1024,241048,241014,235.39,235.36
1,4096,92779,92761,362.41,362.34
1,16384,25528,25525,398.87,398.82
1,65536,7423,7422,463.93,463.87
2,16,577766,577471,8.81,8.81
2,64,511221,511121,31.20,31.19
2,256,419292,419220,102.36,102.34
2,512,341686,341652,166.83,166.82
2,1024,243437,243396,237.73,237.69
2,4096,91428,91414,357.14,357.08
2,16384,25467,25463,397.92,397.85
2,65536,7371,7370,460.68,460.62
3,16,582368,582070,8.88,8.88
3,64,530111,529943,32.35,32.34
3,256,418545,418469,102.18,102.16
3,512,322703,322666,157.56,157.55
3,1024,241474,241443,235.81,235.78
3,4096,87652,87637,342.39,342.33
3,16384,8253,8250,128.95,128.90
3,65536,874,264,54.62,16.50
