Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,840691,840532,12.82,12.82
1,64,797493,797335,48.67,48.66
1,256,634094,634045,154.80,154.79
1,512,528223,528182,257.92,257.90
1,1024,380033,379997,371.12,371.09
1,4096,145471,145435,568.24,568.10
1,16384,37699,37696,589.04,589.00
1,65536,9461,9459,591.31,591.18
2,16,837119,836839,12.77,12.76
2,64,782447,782332,47.75,47.74
2,256,664364,664302,162.19,162.18
2,512,523127,523084,255.43,255.41
2,1024,372653,372618,363.91,363.88
2,4096,145718,145705,569.21,569.16
2,16384,37569,37552,587.01,586.75
2,65536,9461,9459,591.31,591.18
3,16,828664,828380,12.64,12.64
3,64,781331,781171,47.68,47.67
3,256,649336,649291,158.52,158.51
3,512,532019,531977,259.77,259.75
3,1024,392663,392632,383.45,383.42
3,4096,144368,144352,563.93,563.87
3,16384,37671,37669,588.60,588.57
3,65536,9461,9459,591.31,591.18
