Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,712858,712856,10.87,10.87
1,64,627962,627651,38.32,38.30
1,256,623312,623308,152.17,152.17
1,512,541655,541652,264.47,264.47
1,1024,426562,426061,416.56,416.07
1,4096,157865,157821,616.66,616.48
1,16384,31068,31066,485.43,485.40
1,65536,13978,13972,873.62,873.25
2,16,721233,721230,11.00,11.00
2,64,642376,642132,39.20,39.19
2,256,590243,590066,144.10,144.05
2,512,565210,565187,275.98,275.97
2,1024,410645,410595,401.02,400.97
2,4096,153129,153106,598.16,598.07
2,16384,27132,27130,423.93,423.90
2,65536,12849,12848,803.06,803.00
3,16,715350,715348,10.91,10.91
3,64,696965,696963,42.53,42.53
3,256,571971,571969,139.64,139.64
3,512,517641,517630,252.75,252.74
3,1024,413421,413402,403.73,403.71
3,4096,153250,153219,598.63,598.51
3,16384,31377,31375,490.26,490.23
3,65536,13423,13422,838.93,838.87
