Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,723475,723035,11.03,11.03
1,64,678000,677861,41.38,41.37
1,256,617754,617752,150.81,150.81
1,512,569563,569538,278.10,278.09
1,1024,393209,392160,383.99,382.96
1,4096,100056,100032,390.84,390.75
1,16384,25162,25156,393.15,393.06
1,65536,6299,6298,393.68,393.62
2,16,733973,733970,11.19,11.19
2,64,706709,705898,43.13,43.08
2,256,635792,635783,155.22,155.22
2,512,517279,517276,252.57,252.57
2,1024,393895,393732,384.66,384.50
2,4096,100092,100074,390.98,390.91
2,16384,25159,25154,393.10,393.03
2,65536,6301,6298,393.81,393.62
3,16,697847,696788,10.64,10.63
3,64,672370,672367,41.03,41.03
3,256,618530,618503,151.00,151.00
3,512,541960,541940,264.62,264.61
3,1024,384547,384200,375.53,375.19
3,4096,100039,100026,390.77,390.72
3,16384,25158,25154,393.09,393.03
3,65536,6300,6298,393.75,393.62
