Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,345376,172730,5.27,2.63
1,64,364016,188323,22.21,11.49
1,256,325176,162487,79.38,39.66
1,512,353396,175864,172.55,85.87
1,1024,287946,144018,281.19,140.64
2,16,339314,175026,5.17,2.67
2,64,358415,198367,21.87,12.10
2,256,335636,174379,81.94,42.57
2,512,322192,161666,157.32,78.93
2,1024,284630,142283,277.95,138.94
3,16,337570,168795,5.15,2.57
3,64,367260,195920,22.41,11.95
3,256,353226,182533,86.23,44.56
3,512,339620,169323,165.83,82.67
3,1024,284572,143018,277.90,139.66
