Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,350830,175416,5.35,2.67
1,64,347170,174414,21.18,10.64
1,256,346594,173240,84.61,42.29
1,512,351152,175352,171.46,85.62
1,1024,327394,163698,319.72,159.86
2,16,339751,169914,5.18,2.59
2,64,333866,166976,20.37,10.19
2,256,320320,160158,78.20,39.10
2,512,315086,157454,153.85,76.88
2,1024,330882,165762,323.12,161.87
3,16,330220,165123,5.03,2.51
3,64,317602,158815,19.38,9.69
3,256,315492,157880,77.02,38.54
3,512,329640,165058,160.95,80.59
3,1024,333684,166678,325.86,162.77
