Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,307758,153906,4.69,2.34
1,64,270173,135652,16.49,8.27
1,256,282337,140673,68.92,34.34
1,512,199448,99843,97.38,48.75
1,1024,222138,110676,216.93,108.08
2,16,224050,112016,3.41,1.70
2,64,222314,111477,13.56,6.80
2,256,290248,145168,70.86,35.44
2,512,212298,106448,103.66,51.97
2,1024,215732,108482,210.67,105.93
3,16,266300,133221,4.06,2.03
3,64,270906,135451,16.53,8.26
3,256,263702,131974,64.38,32.22
3,512,218252,109343,106.56,53.39
3,1024,259416,129598,253.33,126.56
