Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,352288,176008,5.37,2.68
1,64,368160,199732,22.47,12.19
1,256,337460,166933,82.38,40.75
1,512,333244,170846,162.71,83.42
1,1024,302428,151092,295.33,147.55
2,16,367976,187981,5.61,2.86
2,64,345614,200837,21.09,12.25
2,256,327058,159505,79.84,38.94
2,512,343424,172142,167.68,84.05
2,1024,325750,163475,318.11,159.64
3,16,333774,169769,5.09,2.59
3,64,326196,163076,19.90,9.95
3,256,342302,185051,83.56,45.17
3,512,353414,177851,172.56,86.84
3,1024,290064,145051,283.26,141.65
