Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,346968,173546,5.29,2.64
1,64,320890,160517,19.58,9.79
1,256,329144,164634,80.35,40.19
1,512,309956,155006,151.34,75.68
1,1024,322554,161095,314.99,157.31
2,16,339488,169855,5.18,2.59
2,64,342013,170944,20.87,10.43
2,256,324552,162224,79.23,39.60
2,512,320992,160645,156.73,78.43
2,1024,321564,160423,314.02,156.66
3,16,348826,174445,5.32,2.66
3,64,341856,171804,20.86,10.48
3,256,307066,153535,74.96,37.48
3,512,330120,165651,161.19,80.88
3,1024,327936,163631,320.25,159.79
