Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,346739,173041,5.29,2.64
1,64,336752,168349,20.55,10.27
1,256,334640,167473,81.69,40.88
1,512,329972,164966,161.11,80.54
1,1024,312252,156208,304.93,152.54
2,16,335180,167602,5.11,2.55
2,64,349222,174592,21.31,10.65
2,256,336802,168549,82.22,41.14
2,512,322598,161340,157.51,78.77
2,1024,322768,161376,315.20,157.59
3,16,355906,177933,5.43,2.71
3,64,340878,170405,20.80,10.40
3,256,341512,170825,83.37,41.70
3,512,322720,161365,157.57,78.79
3,1024,325930,162943,318.29,159.12
