Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,262176,131130,4.00,2.00
1,64,305230,152535,18.62,9.30
1,256,268160,134029,65.46,32.72
1,512,260350,130135,127.12,63.54
1,1024,262984,131203,256.82,128.12
2,16,286784,143440,4.37,2.18
2,64,256092,128059,15.63,7.81
2,256,265970,132969,64.93,32.46
2,512,220414,110192,107.62,53.80
2,1024,256018,128122,250.01,125.11
3,16,259106,129563,3.95,1.97
3,64,225307,111096,13.75,6.78
3,256,244440,122363,59.67,29.87
3,512,244534,121756,119.40,59.45
3,1024,251024,125426,245.14,122.48
