Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,333924,167118,5.09,2.55
1,64,321182,161187,19.60,9.83
1,256,316236,158124,77.20,38.60
1,512,326244,162365,159.29,79.27
1,1024,314874,157505,307.49,153.81
2,16,323326,161589,4.93,2.46
2,64,318232,159154,19.42,9.71
2,256,315248,157519,76.96,38.45
2,512,313552,156825,153.10,76.57
2,1024,318918,158976,311.44,155.25
3,16,344898,172508,5.26,2.63
3,64,336710,168382,20.55,10.27
3,256,311964,156149,76.16,38.12
3,512,314090,157057,153.36,76.68
3,1024,303644,151704,296.52,148.14
