Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,162948,81477,2.48,1.24
1,64,265446,132699,16.20,8.09
1,256,288674,144353,70.47,35.24
1,512,215018,107307,104.98,52.39
1,1024,262136,131970,255.99,128.87
2,16,263122,131553,4.01,2.00
2,64,172158,86038,10.50,5.25
2,256,256864,128440,62.71,31.35
2,512,301898,152540,147.41,74.48
2,1024,260040,130233,253.94,127.18
3,16,268550,134113,4.09,2.04
3,64,284772,142892,17.38,8.72
3,256,268676,134002,65.59,32.71
3,512,260142,129800,127.02,63.37
3,1024,269332,135429,263.01,132.25
