Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,342384,171264,5.22,2.61
1,64,333088,166662,20.33,10.17
1,256,345312,171717,84.30,41.92
1,512,350686,174521,171.23,85.21
1,1024,333744,166997,325.92,163.08
2,16,371056,246479,5.66,3.76
2,64,329794,165985,20.12,10.13
2,256,345830,173829,84.43,42.43
2,512,351882,176922,171.81,86.38
2,1024,318044,158634,310.58,154.91
3,16,346074,173794,5.28,2.65
3,64,340720,170250,20.79,10.39
3,256,349324,172572,85.28,42.13
3,512,352484,174678,172.11,85.29
3,1024,315296,156916,307.90,153.23
