Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,349986,174990,5.34,2.67
1,64,330214,165117,20.15,10.07
1,256,337678,168846,82.44,41.22
1,512,336368,168165,164.24,82.11
1,1024,325128,162769,317.50,158.95
2,16,336058,167756,5.12,2.55
2,64,326400,163228,19.92,9.96
2,256,323802,161888,79.05,39.52
2,512,326958,163480,159.64,79.82
2,1024,333398,166720,325.58,162.81
3,16,330424,165167,5.04,2.52
3,64,319514,159765,19.50,9.75
3,256,344934,172520,84.21,42.11
3,512,344604,171976,168.26,83.97
3,1024,322388,161222,314.83,157.44
