Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,344952,172506,5.26,2.63
1,64,339354,169666,20.71,10.35
1,256,328548,164273,80.21,40.10
1,512,318096,159134,155.32,77.70
1,1024,320496,160214,312.98,156.45
2,16,335076,167544,5.11,2.55
2,64,346844,173209,21.16,10.57
2,256,334938,167411,81.77,40.87
2,512,319510,159841,156.01,78.04
2,1024,328642,164331,320.93,160.47
3,16,355122,177564,5.41,2.70
3,64,331254,165684,20.21,10.11
3,256,329206,164569,80.37,40.17
3,512,319208,159660,155.86,77.95
3,1024,307898,153956,300.68,150.34
