Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,345794,172906,5.27,2.63
1,64,335906,167967,20.50,10.25
1,256,329574,164725,80.46,40.21
1,512,327392,163720,159.85,79.94
1,1024,317018,158556,309.58,154.83
2,16,333919,166667,5.09,2.54
2,64,338660,169344,20.67,10.33
2,256,337336,168736,82.35,41.19
2,512,325582,162662,158.97,79.42
2,1024,335922,167956,328.04,164.01
3,16,354056,176687,5.40,2.69
3,64,351364,175921,21.44,10.73
3,256,334552,167180,81.67,40.81
3,512,338018,169328,165.04,82.67
3,1024,329500,164649,321.77,160.79
