Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,791019,790835,12.06,12.06
1,64,739923,739816,45.16,45.15
1,256,608729,608683,148.61,148.60
1,512,476873,476841,232.84,232.83
1,1024,350738,350715,342.51,342.49
1,4096,129734,129718,506.77,506.71
1,16384,36204,36202,565.68,565.65
1,65536,9449,9448,590.56,590.50
2,16,781905,781754,11.93,11.92
2,64,744482,744405,45.43,45.43
2,256,602413,602357,147.07,147.05
2,512,477149,477100,232.98,232.95
2,1024,302472,302449,295.38,295.36
2,4096,111264,111258,434.62,434.60
2,16384,35869,35867,560.45,560.42
2,65536,9451,9450,590.68,590.62
3,16,780187,780030,11.90,11.90
3,64,740515,740396,45.19,45.19
3,256,604800,604761,147.65,147.64
3,512,474162,474049,231.52,231.46
3,1024,328233,328221,320.54,320.52
3,4096,137795,137788,538.26,538.23
3,16384,36902,36901,576.59,576.57
3,65536,9452,9451,590.75,590.68
