Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,531466,531307,8.10,8.10
1,64,496160,496053,30.28,30.27
1,256,379658,379590,92.68,92.67
1,512,298677,298645,145.83,145.82
1,1024,226758,226734,221.44,221.41
1,4096,73029,73024,285.26,285.25
1,16384,21668,21663,338.56,338.48
1,65536,6147,6146,384.18,384.12
2,16,537955,537797,8.20,8.20
2,64,491935,491819,30.02,30.01
2,256,373062,373000,91.07,91.06
2,512,294246,294142,143.67,143.62
2,1024,206295,206268,201.45,201.43
2,4096,74815,74809,292.24,292.22
2,16384,20324,20322,317.56,317.53
2,65536,2651,2651,165.68,165.68
3,16,566315,505145,8.64,7.70
3,64,131916,131474,8.05,8.02
3,256,45903,28493,11.20,6.95
3,512,13900,13964,6.78,6.81
3,1024,32513,7377,31.75,7.20
3,4096,1911,1922,7.46,7.50
3,16384,481,487,7.51,7.60
3,65536,121,123,7.56,7.68
