Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,959155,958985,14.63,14.63
1,64,920483,920252,56.18,56.16
1,256,743383,743299,181.48,181.46
1,512,610192,610154,297.94,297.92
1,1024,439312,436737,429.01,426.50
1,4096,174914,174907,683.25,683.23
1,16384,51256,51253,800.87,800.82
1,65536,14142,14141,883.87,883.81
2,16,943348,943125,14.39,14.39
2,64,889889,889783,54.31,54.30
2,256,731010,730942,178.46,178.45
2,512,595634,595600,290.83,290.82
2,1024,428354,428331,418.31,418.29
2,4096,169685,169677,662.83,662.80
2,16384,52180,52178,815.31,815.28
2,65536,13273,13272,829.56,829.50
3,16,947134,946793,14.45,14.44
3,64,889889,889747,54.31,54.30
3,256,734425,734375,179.30,179.29
3,512,599770,599723,292.85,292.83
3,1024,430782,430761,420.68,420.66
3,4096,180625,180619,705.56,705.54
3,16384,17942,17127,280.34,267.60
3,65536,1826,1825,114.12,114.06
