Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,692876,692797,10.57,10.57
1,64,678045,677977,41.38,41.38
1,256,247170,246843,60.34,60.26
1,512,128092,128037,62.54,62.51
1,1024,65779,65752,64.23,64.21
1,4096,16802,16799,65.63,65.62
1,16384,4225,4223,66.01,65.98
1,65536,1056,1056,66.00,66.00
2,16,698656,698564,10.66,10.65
2,64,675287,674814,41.21,41.18
2,256,246713,246649,60.23,60.21
2,512,128138,128102,62.56,62.54
2,1024,65858,65831,64.31,64.28
2,4096,16806,16799,65.64,65.62
2,16384,4224,4222,66.00,65.96
2,65536,1056,1056,66.00,66.00
3,16,689256,688085,10.51,10.49
3,64,676793,676791,41.30,41.30
3,256,247299,247251,60.37,60.36
3,512,128094,128055,62.54,62.52
3,1024,65850,65830,64.30,64.28
3,4096,16806,16800,65.64,65.62
3,16384,4225,4223,66.01,65.98
3,65536,1056,1056,66.00,66.00
