Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,320538,160174,4.89,2.44
1,64,305534,152673,18.64,9.31
1,256,321770,160725,78.55,39.23
1,512,336228,168190,164.17,82.12
1,1024,318106,159186,310.65,155.45
2,16,348292,174172,5.31,2.65
2,64,348190,174213,21.25,10.63
2,256,331050,165571,80.82,40.42
2,512,324844,162470,158.61,79.33
2,1024,313918,157209,306.56,153.52
3,16,323854,161916,4.94,2.47
3,64,328412,164236,20.04,10.02
3,256,323556,161798,78.99,39.50
3,512,305554,152758,149.19,74.58
3,1024,333264,166665,325.45,162.75
