Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,319678,163108,4.87,2.48
1,64,349342,174581,21.32,10.65
1,256,331402,171170,80.90,41.78
1,512,322982,165326,157.70,80.72
1,1024,264100,131243,257.91,128.16
2,16,337160,168559,5.14,2.57
2,64,328550,173262,20.05,10.57
2,256,323620,162351,79.00,39.63
2,512,345022,175785,168.46,85.83
2,1024,282690,140914,276.06,137.61
3,16,344028,171964,5.24,2.62
3,64,338040,180740,20.63,11.03
3,256,335666,164303,81.94,40.11
3,512,349448,175864,170.62,85.87
3,1024,287182,142804,280.45,139.45
