Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,341734,170470,5.21,2.60
1,64,344208,172267,21.00,10.51
1,256,309606,155097,75.58,37.86
1,512,310100,154973,151.41,75.67
1,1024,322678,161267,315.11,157.48
2,16,335094,167708,5.11,2.55
2,64,330390,165207,20.16,10.08
2,256,304304,152071,74.29,37.12
2,512,335106,167217,163.62,81.64
2,1024,300608,150261,293.56,146.73
3,16,334844,167445,5.10,2.55
3,64,306712,153268,18.72,9.35
3,256,314800,157386,76.85,38.42
3,512,321512,160804,156.98,78.51
3,1024,317682,158846,310.23,155.12
