Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,234108,117042,3.57,1.78
1,64,266064,133034,16.23,8.11
1,256,265310,132700,64.77,32.39
1,512,266166,133106,129.96,64.99
1,1024,232038,116061,226.59,113.34
2,16,240008,120017,3.66,1.83
2,64,233890,117021,14.27,7.14
2,256,289912,145066,70.77,35.41
2,512,261356,130560,127.61,63.75
2,1024,244680,122354,238.94,119.48
3,16,255418,127700,3.89,1.94
3,64,295484,147852,18.03,9.02
3,256,241948,120967,59.06,29.53
3,512,291806,145899,142.48,71.23
3,1024,245686,122971,239.92,120.08
