Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,184324,94159,2.81,1.43
1,64,247008,123616,15.07,7.54
1,256,200276,100185,48.89,24.45
1,512,254162,126940,124.10,61.98
1,1024,188658,94213,184.23,92.00
2,16,262726,131340,4.00,2.00
2,64,264072,132038,16.11,8.05
2,256,288414,144523,70.41,35.28
2,512,281496,141057,137.44,68.87
2,1024,241525,120115,235.86,117.29
3,16,269988,134933,4.11,2.05
3,64,248574,124257,15.17,7.58
3,256,254556,127308,62.14,31.08
3,512,187598,93569,91.60,45.68
3,1024,182076,90238,177.80,88.12
