Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,213774,106768,3.26,1.62
1,64,261748,130797,15.97,7.98
1,256,249730,125332,60.96,30.59
1,512,174272,87394,85.09,42.67
1,1024,196098,99296,191.50,96.96
2,16,222974,111426,3.40,1.70
2,64,168314,84144,10.27,5.13
2,256,211067,105831,51.53,25.83
2,512,284634,142466,138.98,69.56
2,1024,210924,105465,205.98,102.99
3,16,290702,145669,4.43,2.22
3,64,261346,130755,15.95,7.98
3,256,235982,118707,57.61,28.98
3,512,263880,132735,128.84,64.81
3,1024,282278,141159,275.66,137.85
