Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,338168,169050,5.16,2.57
1,64,311372,155586,19.00,9.49
2,16,327536,163842,4.99,2.50
2,64,337112,168382,20.57,10.27
3,16,326096,163680,4.97,2.49
3,64,318100,159050,19.41,9.70
