Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,287138,143583,4.38,2.19
1,64,334428,167217,20.41,10.20
2,16,325444,162714,4.96,2.48
2,64,349632,174823,21.33,10.67
3,16,331408,165705,5.05,2.52
3,64,261500,130753,15.96,7.98
