Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,526222,526055,8.02,8.02
1,64,473697,473563,28.91,28.90
1,256,404974,404919,98.87,98.85
1,512,327384,327357,159.85,159.84
1,1024,216527,216509,211.45,211.43
1,4096,77660,77652,303.35,303.32
1,16384,23028,23026,359.81,359.78
1,65536,6099,6099,381.18,381.18
2,16,522527,522379,7.97,7.97
2,64,516045,515904,31.49,31.48
2,256,407838,407791,99.56,99.55
2,512,306257,306219,149.53,149.52
2,1024,212232,212214,207.25,207.24
2,4096,75747,75742,295.88,295.86
2,16384,21966,21964,343.21,343.18
2,65536,6687,6686,417.93,417.87
3,16,547759,547572,8.35,8.35
3,64,494705,494602,30.19,30.18
3,256,418627,418566,102.20,102.18
3,512,331666,331618,161.94,161.92
3,1024,211844,211824,206.87,206.85
3,4096,75628,75620,295.42,295.39
3,16384,21882,21880,341.90,341.87
3,65536,6414,6414,400.87,400.87
