Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,789820,789646,12.05,12.04
1,64,729885,729754,44.54,44.54
1,256,589311,589265,143.87,143.86
1,512,463440,463402,226.28,226.27
1,1024,333812,333786,325.98,325.96
1,4096,130662,130652,510.39,510.35
1,16384,35406,35404,553.21,553.18
1,65536,9350,9349,584.37,584.31
2,16,783003,782814,11.94,11.94
2,64,725433,725327,44.27,44.27
2,256,595225,595179,145.31,145.30
2,512,487402,487382,237.98,237.97
2,1024,338166,338141,330.24,330.21
2,4096,128668,128658,502.60,502.57
2,16384,35835,35832,559.92,559.87
2,65536,9375,9375,585.93,585.93
3,16,779637,779363,11.89,11.89
3,64,726797,726710,44.36,44.35
3,256,575126,575088,140.41,140.40
3,512,460913,460881,225.05,225.03
3,1024,336685,336660,328.79,328.76
3,4096,121598,121590,474.99,474.96
3,16384,35421,35419,553.45,553.42
3,65536,9086,9086,567.87,567.87
