Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,953320,952963,14.54,14.54
1,64,893289,893178,54.52,54.51
1,256,731451,731327,178.57,178.54
1,512,594097,594059,290.08,290.06
1,1024,428582,428554,418.53,418.50
1,4096,148708,148619,580.89,580.54
1,16384,37746,37725,589.78,589.45
1,65536,9458,9458,591.12,591.12
2,16,954690,954401,14.56,14.56
2,64,896380,896231,54.71,54.70
2,256,737748,737279,180.11,179.99
2,512,582281,582232,284.31,284.29
2,1024,441839,441820,431.48,431.46
2,4096,149184,149158,582.75,582.64
2,16384,37721,37717,589.39,589.32
2,65536,9459,9458,591.18,591.12
3,16,964020,963759,14.70,14.70
3,64,909219,908960,55.49,55.47
3,256,710247,710179,173.40,173.38
3,512,580421,580366,283.40,283.38
3,1024,439314,439291,429.01,428.99
3,4096,148719,148662,580.93,580.71
3,16384,37728,37723,589.50,589.42
3,65536,9458,9458,591.12,591.12
