Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,790598,790462,12.06,12.06
1,64,742237,742148,45.30,45.29
1,256,611511,611434,149.29,149.27
1,512,474113,474073,231.50,231.48
1,1024,350075,350052,341.87,341.84
1,4096,126223,126218,493.05,493.03
1,16384,36872,36870,576.12,576.09
1,65536,9386,9385,586.62,586.56
2,16,792985,792833,12.09,12.09
2,64,748353,748249,45.67,45.66
2,256,597888,597831,145.96,145.95
2,512,468468,468429,228.74,228.72
2,1024,347984,347957,339.82,339.80
2,4096,136069,136061,531.51,531.48
2,16384,36921,36919,576.89,576.85
2,65536,9397,9397,587.31,587.31
3,16,794101,793854,12.11,12.11
3,64,743408,743334,45.37,45.36
3,256,558561,558516,136.36,136.35
3,512,488862,488817,238.70,238.68
3,1024,331901,331880,324.12,324.10
3,4096,134112,134105,523.87,523.84
3,16384,37125,37123,580.07,580.04
3,65536,9338,9337,583.62,583.56
