Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,966572,966197,14.74,14.74
1,64,918109,917916,56.03,56.02
1,256,737050,736978,179.94,179.92
1,512,601708,601657,293.80,293.77
1,1024,398909,398871,389.55,389.52
1,4096,100090,100081,390.97,390.94
1,16384,25158,25155,393.09,393.04
1,65536,6298,6298,393.62,393.62
2,16,965434,964923,14.73,14.72
2,64,906375,906240,55.32,55.31
2,256,757852,757791,185.02,185.00
2,512,595126,595090,290.58,290.57
2,1024,398724,398697,389.37,389.35
2,4096,100091,100082,390.98,390.94
2,16384,25157,25155,393.07,393.04
2,65536,6299,6298,393.68,393.62
3,16,963202,962914,14.69,14.69
3,64,904926,904773,55.23,55.22
3,256,752809,752752,183.79,183.77
3,512,502814,502793,245.51,245.50
3,1024,398961,398925,389.61,389.57
3,4096,100106,100091,391.03,390.98
3,16384,25155,25153,393.04,393.01
3,65536,6298,6298,393.62,393.62
