Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,775359,775170,11.83,11.82
1,64,721700,721595,44.04,44.04
1,256,569878,569837,139.13,139.12
1,512,451565,451523,220.49,220.47
1,1024,275665,275652,269.20,269.19
1,4096,113781,113774,444.45,444.42
1,16384,31857,31856,497.76,497.75
1,65536,9081,9080,567.56,567.50
2,16,773909,773739,11.80,11.80
2,64,721144,721025,44.01,44.00
2,256,572463,572416,139.76,139.75
2,512,451632,451593,220.52,220.50
2,1024,317670,317655,310.22,310.20
2,4096,110513,110507,431.69,431.66
2,16384,34389,34387,537.32,537.29
2,65536,9239,9239,577.43,577.43
3,16,776035,775853,11.84,11.83
3,64,723153,723087,44.13,44.13
3,256,572998,572950,139.89,139.88
3,512,136246,136145,66.52,66.47
3,1024,89232,89243,87.14,87.15
3,4096,15546,15563,60.72,60.79
3,16384,3942,3939,61.59,61.54
3,65536,1014,1016,63.37,63.50
