Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,167688,83836,2.55,1.27
1,64,196066,98023,11.96,5.98
1,256,201790,100895,49.26,24.63
1,512,251442,125758,122.77,61.40
1,1024,257030,128530,251.00,125.51
2,16,268476,134246,4.09,2.04
2,64,268396,134204,16.38,8.19
2,256,272416,136499,66.50,33.32
2,512,243146,121609,118.72,59.37
2,1024,264168,132693,257.97,129.58
3,16,251526,125729,3.83,1.91
3,64,293938,147630,17.94,9.01
3,256,267450,133646,65.29,32.62
3,512,274710,137906,134.13,67.33
3,1024,216138,108127,211.07,105.59
