Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,341766,170918,5.21,2.60
1,64,346408,173174,21.14,10.56
1,256,340832,170443,83.21,41.61
1,512,338208,169060,165.14,82.54
1,1024,326754,163353,319.09,159.52
2,16,357372,178693,5.45,2.72
2,64,349782,174922,21.34,10.67
2,256,322804,161485,78.80,39.42
2,512,327908,163976,160.11,80.06
2,1024,315330,157631,307.93,153.93
3,16,337604,168820,5.15,2.57
3,64,344898,172442,21.05,10.52
3,256,335392,167531,81.88,40.90
3,512,329110,164584,160.69,80.36
3,1024,329312,164712,321.59,160.85
