Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,347846,174000,5.30,2.65
1,64,369922,198811,22.57,12.13
1,256,350842,178297,85.65,43.52
1,512,353116,175617,172.41,85.75
1,1024,318076,158886,310.62,155.16
2,16,348306,174234,5.31,2.65
2,64,339242,169665,20.70,10.35
2,256,337837,180654,82.47,44.10
2,512,360434,180071,175.99,87.92
2,1024,270824,134010,264.47,130.86
3,16,344834,172431,5.26,2.63
3,64,365642,182510,22.31,11.13
3,256,332324,166296,81.13,40.59
3,512,352124,178048,171.93,86.93
3,1024,291104,145566,284.28,142.15
