Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,328716,164360,5.01,2.50
1,64,342100,171036,20.88,10.43
1,256,338632,169309,82.67,41.33
1,512,317256,158766,154.91,77.52
1,1024,335716,168210,327.84,164.26
2,16,337850,168913,5.15,2.57
2,64,335140,167577,20.45,10.22
2,256,330428,164966,80.67,40.27
2,512,335150,167514,163.64,81.79
2,1024,346432,173911,338.31,169.83
3,16,349540,175045,5.33,2.67
3,64,346262,173123,21.13,10.56
3,256,337474,169005,82.39,41.26
3,512,327304,163638,159.81,79.90
3,1024,348352,173250,340.18,169.18
