Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,342872,171368,5.23,2.61
1,64,342178,171118,20.88,10.44
1,256,344972,180661,84.22,44.10
1,512,352417,175269,172.07,85.58
1,1024,268122,133434,261.83,130.30
2,16,346028,173113,5.27,2.64
2,64,353146,176490,21.55,10.77
2,256,315409,157559,77.00,38.46
2,512,350470,175370,171.12,85.62
2,1024,288700,144523,281.93,141.13
3,16,344470,172062,5.25,2.62
3,64,357896,198213,21.84,12.09
3,256,352346,175750,86.02,42.90
3,512,342060,172330,167.02,84.14
3,1024,280976,140277,274.39,136.98
