Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,348804,174508,5.32,2.66
1,64,331839,165869,20.25,10.12
1,256,335404,167763,81.88,40.95
1,512,341684,170096,166.83,83.05
1,1024,256526,128376,250.51,125.36
2,16,368282,211737,5.61,3.23
2,64,359770,223740,21.95,13.65
2,256,335850,167994,81.99,41.01
2,512,346328,174135,169.10,85.02
2,1024,256892,128214,250.87,125.20
3,16,372120,202409,5.67,3.08
3,64,353906,178163,21.60,10.87
3,256,352934,174974,86.16,42.71
3,512,348394,175778,170.11,85.82
3,1024,278274,138853,271.75,135.59
