Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,342562,171250,5.22,2.61
1,64,340046,170035,20.75,10.37
1,256,352742,176609,86.11,43.11
1,512,325996,163017,159.17,79.59
1,1024,316186,157826,308.77,154.12
2,16,348956,174486,5.32,2.66
2,64,327878,164087,20.01,10.01
2,256,338202,169071,82.56,41.27
2,512,338758,169359,165.40,82.69
2,1024,319524,159763,312.03,156.01
3,16,343288,171620,5.23,2.61
3,64,320536,160291,19.56,9.78
3,256,334750,167154,81.72,40.80
3,512,327326,163577,159.82,79.87
3,1024,325934,162995,318.29,159.17
