Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,345978,172769,5.27,2.63
1,64,318472,159146,19.43,9.71
1,256,319984,159904,78.12,39.03
1,512,308394,154840,150.58,75.60
1,1024,318726,159357,311.25,155.62
2,16,359304,179644,5.48,2.74
2,64,320078,160094,19.53,9.77
2,256,327930,163657,80.06,39.95
2,512,313416,156904,153.03,76.61
2,1024,321846,161039,314.30,157.26
3,16,340222,170199,5.19,2.59
3,64,324958,162439,19.83,9.91
3,256,337546,168784,82.40,41.20
3,512,319250,159639,155.88,77.94
3,1024,320976,160323,313.45,156.56
