Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,322792,161409,4.92,2.46
1,64,321886,160983,19.64,9.82
1,256,337966,168294,82.51,41.08
1,512,323356,161729,157.88,78.96
1,1024,308244,154126,301.01,150.51
2,16,332290,166657,5.07,2.54
2,64,324150,160644,19.78,9.80
2,256,326950,163333,79.82,39.87
2,512,308094,153991,150.43,75.19
2,1024,312224,156356,304.90,152.69
3,16,345772,172973,5.27,2.63
3,64,319914,160257,19.52,9.78
3,256,316530,158573,77.27,38.71
3,512,307144,153833,149.97,75.11
3,1024,312404,155613,305.08,151.96
