Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,1008716,1008379,15.39,15.38
1,64,952194,951844,58.11,58.09
1,256,814294,813943,198.80,198.71
1,512,673960,673716,329.08,328.96
1,1024,398788,398687,389.44,389.34
1,4096,100098,100081,391.00,390.94
1,16384,25159,25153,393.10,393.01
1,65536,6374,6297,398.37,393.56
2,16,994239,993774,15.17,15.16
2,64,960212,959984,58.60,58.59
2,256,813117,812721,198.51,198.41
2,512,657490,657296,321.04,320.94
2,1024,398659,398573,389.31,389.23
2,4096,100095,100069,390.99,390.89
2,16384,25706,25151,401.65,392.98
2,65536,6310,6297,394.37,393.56
3,16,992130,991652,15.13,15.13
3,64,936413,936088,57.15,57.13
3,256,789621,789300,192.77,192.70
3,512,673336,673081,328.77,328.65
3,1024,398958,398897,389.60,389.54
3,4096,100090,100072,390.97,390.90
3,16384,25265,25153,394.76,393.01
3,65536,6350,6296,396.87,393.50
