Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,998376,998073,15.23,15.22
1,64,945134,944908,57.68,57.67
1,256,797310,797239,194.65,194.63
1,512,655613,655469,320.12,320.05
1,1024,512096,512005,500.09,500.00
1,4096,149457,149155,583.81,582.63
1,16384,37750,37727,589.84,589.48
1,65536,9461,9459,591.31,591.18
2,16,990218,989654,15.10,15.10
2,64,927697,927544,56.62,56.61
2,256,780158,780034,190.46,190.43
2,512,657821,657711,321.20,321.14
2,1024,495749,495638,484.12,484.02
2,4096,149459,149154,583.82,582.63
2,16384,37747,37725,589.79,589.45
2,65536,9462,9459,591.37,591.18
3,16,995964,995475,15.19,15.18
3,64,936727,936559,57.17,57.16
3,256,777216,777085,189.75,189.71
3,512,656695,656597,320.65,320.60
3,1024,490569,490474,479.07,478.97
3,4096,149426,149135,583.69,582.55
3,16384,37746,37722,589.78,589.40
3,65536,9461,9459,591.31,591.18
