Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,568966,568715,8.68,8.67
1,64,530612,530535,32.38,32.38
1,256,424378,424272,103.60,103.58
1,512,344164,344015,168.04,167.97
1,1024,231708,231671,226.27,226.24
1,4096,92037,92014,359.51,359.42
1,16384,23223,23219,362.85,362.79
1,65536,7179,7175,448.68,448.43
2,16,571617,571448,8.72,8.71
2,64,531153,530974,32.41,32.40
2,256,418738,418620,102.23,102.20
2,512,338636,338496,165.34,165.28
2,1024,241652,241604,235.98,235.94
2,4096,87228,87204,340.73,340.64
2,16384,26520,26516,414.37,414.31
2,65536,7534,7532,470.87,470.75
3,16,570796,570492,8.70,8.70
3,64,517074,516841,31.55,31.54
3,256,418112,418026,102.07,102.05
3,512,327228,327155,159.77,159.74
3,1024,233323,233276,227.85,227.80
3,4096,98110,98097,383.24,383.19
3,16384,4859,4856,75.92,75.87
3,65536,244,244,15.25,15.25
