Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,829625,829413,12.65,12.65
1,64,780091,779991,47.61,47.60
1,256,652683,652619,159.34,159.33
1,512,520235,520202,254.02,254.00
1,1024,384376,384349,375.36,375.34
1,4096,146740,146727,573.20,573.15
1,16384,37682,37670,588.78,588.59
1,65536,9456,9456,591.00,591.00
2,16,818376,818056,12.48,12.48
2,64,774973,774844,47.30,47.29
2,256,650004,649931,158.69,158.67
2,512,532473,532431,259.99,259.97
2,1024,392718,392693,383.51,383.48
2,4096,144283,144248,563.60,563.46
2,16384,37693,37689,588.95,588.89
2,65536,9456,9455,591.00,590.93
3,16,825769,825585,12.60,12.59
3,64,791968,791853,48.33,48.33
3,256,649915,649859,158.67,158.65
3,512,531848,531812,259.69,259.67
3,1024,391966,391940,382.77,382.75
3,4096,149414,149155,583.64,582.63
3,16384,37649,37646,588.26,588.21
3,65536,9461,9459,591.31,591.18
