Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,697970,697967,10.65,10.65
1,64,674444,674442,41.16,41.16
1,256,563284,563282,137.52,137.52
1,512,549987,549976,268.54,268.54
1,1024,402506,402505,393.07,393.07
1,4096,149778,149761,585.07,585.00
1,16384,29093,29091,454.57,454.54
1,65536,12857,12857,803.56,803.56
2,16,698171,698169,10.65,10.65
2,64,668543,668540,40.80,40.80
2,256,608429,608413,148.54,148.53
2,512,553839,553836,270.42,270.42
2,1024,419455,419424,409.62,409.59
2,4096,166050,166022,648.63,648.52
2,16384,28332,28330,442.68,442.65
2,65536,12514,12514,782.12,782.12
3,16,649211,649209,9.90,9.90
3,64,674924,674922,41.19,41.19
3,256,561290,561276,137.03,137.03
3,512,542085,542067,264.68,264.68
3,1024,405870,405862,396.35,396.34
3,4096,150189,150174,586.67,586.61
3,16384,28688,28687,448.25,448.23
3,65536,12767,12765,797.93,797.81
